seed,history,auroc,ap,support,stable
43,none,0.6875,0.8303970375784469,363.4966583251953,True
43,early,0.9875,0.9929545454545456,354.1278076171875,True
43,late,0.8875,0.9398618313023938,466.9894714355469,True
43,full,0.9916666666666667,0.9954545454545457,70.75929641723633,False
44,none,0.4166666666666667,0.5650558257035161,733.6285705566406,True
44,early,0.9625,0.9774883063273156,622.7641296386719,True
44,late,0.5916666666666667,0.7167670369427087,418.77076721191406,True
44,full,0.9708333333333333,0.9814790122588111,393.78318786621094,True
